SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,avg_monthly_value,high_monthly_charge,short_tenure,estimated_customer_value,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,9,95.96,863.64,0,9.596,1,1,863.64,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
0,24,93.35,2240.4,0,3.734,1,0,2240.3999999999996,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
0,65,49.77,3235.05,0,0.7540909090909091,0,0,3235.05,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
1,31,75.41,2337.71,1,2.3565625,0,0,2337.71,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
1,5,58.33,291.65,1,9.721666666666666,0,1,291.65,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
1,13,30.6,397.8,0,2.185714285714286,0,0,397.8,False,True,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1,10,107.71,1077.1,1,9.791818181818181,1,1,1077.1,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True
0,13,110.9,1441.7,0,7.921428571428572,1,0,1441.7,True,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,True,True,False,False
1,70,108.65,7605.5,1,1.5302816901408451,1,0,7605.5,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False
0,11,105.42,1159.62,1,8.785,1,1,1159.6200000000001,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
1,2,28.49,56.98,0,9.496666666666666,0,1,56.98,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
0,62,51.35,3183.7,1,0.8150793650793651,0,0,3183.7000000000003,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False
0,54,97.82,5282.28,1,1.7785454545454544,1,0,5282.28,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0,59,74.37,4387.83,1,1.2395,0,0,4387.83,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,27,34.12,921.24,0,1.2185714285714284,0,0,921.2399999999999,False,False,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False
1,33,119.97,3959.01,0,3.5285294117647057,1,0,3959.0099999999998,True,True,True,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
0,4,78.93,315.72,0,15.786000000000001,0,1,315.72,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True
1,13,114.01,1482.13,1,8.143571428571429,1,0,1482.13,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1,54,87.54,4727.16,1,1.5916363636363637,1,0,4727.160000000001,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1,67,67.89,4548.63,0,0.9983823529411765,0,0,4548.63,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
1,56,42.91,2402.96,0,0.7528070175438596,0,0,2402.96,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
0,65,79.36,5158.4,0,1.2024242424242424,0,0,5158.4,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False
1,61,61.65,3760.65,0,0.9943548387096774,0,0,3760.65,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,53,43.46,2303.38,0,0.8048148148148149,0,0,2303.38,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
1,47,96.9,4554.3,0,2.0187500000000003,1,0,4554.3,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,True,False,False
0,63,75.15,4734.45,0,1.17421875,0,0,4734.450000000001,False,True,True,True,True,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True
1,1,28.35,28.35,0,14.175,0,1,28.35,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False
1,50,102.21,5110.5,0,2.0041176470588233,1,0,5110.5,True,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False
1,60,59.47,3568.2,0,0.9749180327868853,0,0,3568.2,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False
0,50,86.18,4309.0,0,1.6898039215686276,1,0,4309.0,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,70,116.26,8138.2,1,1.6374647887323945,1,0,8138.200000000001,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
1,7,106.62,746.34,0,13.3275,1,1,746.34,False,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,False,False
0,61,99.39,6062.79,0,1.6030645161290322,1,0,6062.79,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1,14,116.46,1630.44,1,7.763999999999999,1,0,1630.4399999999998,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
0,23,45.58,1048.34,0,1.8991666666666667,0,0,1048.34,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False
0,47,70.65,3320.55,0,1.471875,0,0,3320.55,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
0,46,69.09,3178.14,0,1.47,0,0,3178.1400000000003,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False
0,42,114.69,4816.98,0,2.667209302325581,1,0,4816.98,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False
0,26,81.07,2107.82,0,3.0025925925925923,1,0,2107.8199999999997,False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True
0,18,56.53,1017.54,0,2.975263157894737,0,0,1017.54,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False
0,60,53.31,3198.6,0,0.8739344262295082,0,0,3198.6000000000004,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False
1,67,86.88,5820.96,1,1.2776470588235294,1,0,5820.96,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1,23,84.45,1942.35,0,3.5187500000000003,1,0,1942.3500000000001,True,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
0,56,118.07,6611.92,0,2.0714035087719296,1,0,6611.92,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False
1,64,98.29,6290.56,0,1.5121538461538462,1,0,6290.56,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False
1,47,36.82,1730.54,0,0.7670833333333333,0,0,1730.54,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False
0,3,101.26,303.78,0,25.315,1,1,303.78000000000003,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False
1,27,33.31,899.37,0,1.1896428571428572,0,0,899.3700000000001,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False
1,46,70.69,3251.74,0,1.5040425531914894,0,0,3251.74,True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,31,101.91,3159.21,0,3.1846875,1,0,3159.21,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,False,False
1,7,60.66,424.62,0,7.5825,0,1,424.62,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
0,60,49.36,2961.6,0,0.8091803278688524,0,0,2961.6,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True
0,57,92.06,5247.42,0,1.5872413793103448,1,0,5247.42,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
1,5,103.62,518.1,0,17.27,1,1,518.1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False
0,10,100.91,1009.1,1,9.173636363636364,1,1,1009.0999999999999,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True
0,29,71.96,2086.84,0,2.3986666666666663,0,0,2086.8399999999997,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
0,13,88.0,1144.0,1,6.285714285714286,1,0,1144.0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False
1,68,54.17,3683.56,0,0.785072463768116,0,0,3683.56,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,True,False,False
0,29,111.73,3240.17,1,3.7243333333333335,1,0,3240.17,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
1,21,112.56,2363.76,0,5.116363636363636,1,0,2363.76,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
1,39,69.62,2715.18,0,1.7405000000000002,0,0,2715.1800000000003,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False
1,41,61.11,2505.51,0,1.455,0,0,2505.5099999999998,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1,50,37.63,1881.5,1,0.737843137254902,0,0,1881.5000000000002,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
1,41,26.86,1101.26,0,0.6395238095238095,0,0,1101.26,True,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
0,20,102.16,2043.2,0,4.864761904761904,1,0,2043.1999999999998,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True
0,18,59.08,1063.44,0,3.1094736842105264,0,0,1063.44,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
0,8,61.89,495.12,1,6.876666666666667,0,1,495.12,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0,53,22.82,1209.46,0,0.4225925925925926,0,0,1209.46,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
1,45,50.8,2286.0,0,1.1043478260869564,0,0,2286.0,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True
0,19,115.66,2197.54,0,5.7829999999999995,1,0,2197.54,True,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True
0,40,62.22,2488.8,0,1.5175609756097561,0,0,2488.8,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False
0,9,97.45,877.05,1,9.745000000000001,1,1,877.0500000000001,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False
1,35,89.82,3143.7,1,2.4949999999999997,1,0,3143.7,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
1,23,86.4,1987.2,0,3.6,1,0,1987.2,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False
0,2,110.78,221.56,1,36.92666666666667,1,1,221.56,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,False
1,69,71.75,4950.75,0,1.025,0,0,4950.75,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True
0,32,115.35,3691.2,1,3.495454545454545,1,0,3691.2,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,41,65.42,2682.22,0,1.5576190476190477,0,0,2682.2200000000003,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True
0,49,117.16,5740.84,0,2.3432,1,0,5740.84,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True
1,33,112.33,3706.89,0,3.3038235294117646,1,0,3706.89,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,15,85.98,1289.7,1,5.37375,1,0,1289.7,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False
1,51,107.3,5472.3,0,2.0634615384615382,1,0,5472.3,True,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False
1,30,68.3,2049.0,0,2.203225806451613,0,0,2049.0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,True,False,False
1,58,60.17,3489.86,0,1.0198305084745762,0,0,3489.86,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False
0,15,84.73,1270.95,0,5.295625,1,0,1270.95,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False
1,66,88.74,5856.84,1,1.3244776119402983,1,0,5856.839999999999,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,37,40.54,1499.98,0,1.0668421052631578,0,0,1499.98,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1,12,102.02,1224.24,1,7.8476923076923075,1,0,1224.24,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1,26,81.47,2118.22,1,3.0174074074074073,1,0,2118.22,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,67,67.54,4525.18,0,0.9932352941176471,0,0,4525.18,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,False
1,62,41.66,2582.92,0,0.6612698412698412,0,0,2582.9199999999996,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True
0,23,46.78,1075.94,0,1.9491666666666667,0,0,1075.94,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,3,39.16,117.48,0,9.79,0,1,117.47999999999999,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,2,23.19,46.38,0,7.73,0,1,46.38,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True
1,69,80.93,5584.17,1,1.1561428571428571,1,0,5584.17,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
0,3,98.92,296.76,0,24.73,1,1,296.76,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False
1,45,47.71,2146.95,0,1.0371739130434783,0,0,2146.95,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
0,57,20.06,1143.42,0,0.34586206896551724,0,0,1143.4199999999998,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False
0,39,102.19,3985.41,1,2.55475,1,0,3985.41,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,40,57.21,2288.4,0,1.3953658536585367,0,0,2288.4,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0,51,61.16,3119.16,0,1.176153846153846,0,0,3119.16,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False
1,31,56.08,1738.48,0,1.7525,0,0,1738.48,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
0,39,71.55,2790.45,0,1.7887499999999998,0,0,2790.45,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
0,6,60.54,363.24,1,8.648571428571428,0,1,363.24,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
0,31,109.3,3388.3,0,3.415625,1,0,3388.2999999999997,False,True,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False
0,1,49.73,49.73,0,24.865,0,1,49.73,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,48,28.36,1361.28,0,0.5787755102040816,0,0,1361.28,True,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0,38,50.54,1920.52,0,1.2958974358974358,0,0,1920.52,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False
1,18,109.48,1970.64,0,5.762105263157895,1,0,1970.64,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False
0,34,92.97,3160.98,0,2.656285714285714,1,0,3160.98,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True
1,66,62.32,4113.12,1,0.9301492537313433,0,0,4113.12,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,48,48.77,2340.96,0,0.9953061224489796,0,0,2340.96,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1,41,79.88,3275.08,0,1.9019047619047618,0,0,3275.08,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,37,65.49,2423.13,0,1.7234210526315787,0,0,2423.1299999999997,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
1,24,39.63,951.12,0,1.5852000000000002,0,0,951.1200000000001,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
0,31,110.58,3427.98,1,3.455625,1,0,3427.98,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,39,117.53,4583.67,0,2.93825,1,0,4583.67,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
1,48,65.34,3136.32,1,1.333469387755102,0,0,3136.32,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,63,62.17,3916.71,0,0.97140625,0,0,3916.71,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,46,82.21,3781.66,0,1.7491489361702126,1,0,3781.66,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
1,28,24.17,676.76,0,0.833448275862069,0,0,676.76,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False
0,63,38.16,2404.08,0,0.59625,0,0,2404.08,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
0,64,24.59,1573.76,0,0.3783076923076923,0,0,1573.76,True,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False
0,34,41.91,1424.94,0,1.1974285714285713,0,0,1424.9399999999998,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True
1,23,89.78,2064.94,1,3.7408333333333332,1,0,2064.94,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False
0,37,32.1,1187.7,0,0.8447368421052632,0,0,1187.7,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False
1,34,58.83,2000.22,0,1.6808571428571428,0,0,2000.22,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
1,10,83.05,830.5,1,7.55,1,1,830.5,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,8,115.71,925.68,1,12.856666666666666,1,1,925.68,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True
1,57,45.86,2614.02,0,0.7906896551724137,0,0,2614.02,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True
1,35,75.14,2629.9,0,2.087222222222222,0,0,2629.9,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
1,1,112.8,112.8,1,56.4,1,1,112.8,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False
0,2,63.4,126.8,1,21.133333333333333,0,1,126.8,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1,54,58.29,3147.66,0,1.0598181818181818,0,0,3147.66,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
0,63,111.98,7054.74,0,1.7496875,1,0,7054.740000000001,True,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True
1,12,113.95,1367.4,0,8.765384615384615,1,0,1367.4,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False
1,9,53.83,484.47,0,5.383,0,1,484.46999999999997,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True
1,15,111.85,1677.75,0,6.990625,1,0,1677.75,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1,15,48.95,734.25,0,3.059375,0,0,734.25,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1,52,83.77,4356.04,1,1.580566037735849,1,0,4356.04,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0,62,29.98,1858.76,1,0.4758730158730159,0,0,1858.76,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,36,36.76,1323.36,0,0.9935135135135135,0,0,1323.36,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,2,118.97,237.94,1,39.656666666666666,1,1,237.94,True,False,True,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False
0,49,61.69,3022.81,0,1.2338,0,0,3022.81,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,6,97.9,587.4,1,13.985714285714286,1,1,587.4000000000001,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False
1,49,95.73,4690.77,0,1.9146,1,0,4690.77,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True
1,33,55.24,1822.92,0,1.6247058823529412,0,0,1822.92,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
0,61,47.4,2891.4,0,0.7645161290322581,0,0,2891.4,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False
1,15,72.26,1083.9,1,4.51625,0,0,1083.9,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,18,87.09,1567.62,0,4.583684210526316,1,0,1567.6200000000001,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False
1,7,113.6,795.2,0,14.2,1,1,795.1999999999999,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False
1,29,109.84,3185.36,0,3.6613333333333333,1,0,3185.36,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,53,112.87,5982.11,0,2.0901851851851854,1,0,5982.110000000001,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
1,3,53.62,160.86,0,13.405,0,1,160.85999999999999,False,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False
1,59,57.05,3365.95,0,0.9508333333333333,0,0,3365.95,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False
1,2,115.98,231.96,0,38.660000000000004,1,1,231.96,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False
0,34,106.26,3612.84,1,3.036,1,0,3612.84,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1,41,89.99,3689.59,0,2.1426190476190476,1,0,3689.5899999999997,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,19,65.24,1239.56,0,3.2619999999999996,0,0,1239.56,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True
0,55,30.02,1651.1,0,0.5360714285714285,0,0,1651.1,True,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
1,58,102.71,5957.18,0,1.7408474576271185,1,0,5957.179999999999,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False
1,68,26.35,1791.8,0,0.3818840579710145,0,0,1791.8000000000002,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False
